GeneID	GeneName	GeneDescription
AGAP000630		
AGAP000631		integrator complex subunit 6 [Source:VB Community Annotation]
AGAP000633		
AGAP000634		Regulator of telomere elongation helicase 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7QEI1]
AGAP000635		
AGAP000636		
AGAP000637		solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) [Source:VB Community Annotation]
AGAP000638	OBP32	odorant-binding protein 32 [Source:VB Community Annotation]
AGAP000639		tRNA dimethylallyltransferase [Source:VB Community Annotation]
AGAP000640	OBP33	odorant-binding protein 33 [Source:VB Community Annotation]
AGAP000641	OBP34	odorant-binding protein 34 [Source:VB Community Annotation]
AGAP000642	OBP35	odorant-binding protein 35 [Source:VB Community Annotation]
AGAP000643	OBP36	odorant-binding protein 36 [Source:VB Community Annotation]
AGAP000644	OBP37	odorant-binding protein 37 [Source:VB Community Annotation]
AGAP000646		Myc proto-oncogene protein [Source:VB Community Annotation]
AGAP000647		
AGAP000648		
AGAP000649		epimerase [Source:VB Community Annotation]
AGAP000650		ribonucleases P/MRP protein subunit RPP40 [Source:VB Community Annotation]
AGAP000651	Actin5C	Actin-5C [Source:UniProtKB/Swiss-Prot;Acc:P84185]
AGAP000652	mRpL38	39S ribosomal protein L38, mitochondrial [Source:VB Community Annotation]
AGAP000653		xenotropic and polytropic retrovirus receptor 1 [Source:VB Community Annotation]
AGAP000654	RpS30	40S ribosomal protein S30 [Source:UniProtKB/TrEMBL;Acc:Q7QEH2]
AGAP000655	RpS14-1	40S ribosomal protein S14a [Source:UniProtKB/Swiss-Prot;Acc:Q7QEH1]
AGAP000656		Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7QEH0]
AGAP000657		amiloride-sensitive sodium channel [Source:VB Community Annotation]
AGAP000658	GPRGHP3	putative growth hormone releasing hormone receptor 3 [Source:VB Community Annotation]
AGAP000659		Sidekick homolog 2 [Source:VB Community Annotation]
AGAP000660		
AGAP000662		forkhead box protein K [Source:VB Community Annotation]
AGAP000663		solute carrier family 41 [Source:VB Community Annotation]
AGAP000666		ubiquitin carboxyl-terminal hydrolase 16/45 [Source:VB Community Annotation]
AGAP000667	GPRDOP2	GPCR Dopamine Family 2 [Source:VB Community Annotation]
AGAP000668		bromodomain adjacent to zinc finger domain protein 1A [Source:VB Community Annotation]
AGAP000669		
AGAP000670		periplasmic divalent cation tolerance protein [Source:VB Community Annotation]
AGAP000671		Ras-related protein Rab-10 [Source:VB Community Annotation]
AGAP000672		Obg-like ATPase 1 [Source:UniProtKB/TrEMBL;Acc:Q7QEG0]
AGAP000673		
AGAP000674		transcription factor Sp, invertebrate [Source:VB Community Annotation]
AGAP000675		uncharacterized protein FAM107B [Source:VB Community Annotation]
AGAP000676		
AGAP000678		WD repeat-containing protein 68 [Source:VB Community Annotation]
AGAP000679		Aminoacylase [Source:UniProtKB/TrEMBL;Acc:Q7QEF5]
AGAP000680		
AGAP000681		tRNA:m4X modification enzyme [Source:VB Community Annotation]
AGAP000682		MAX-like protein X [Source:VB Community Annotation]
AGAP000684		
AGAP000685		
AGAP000686		
AGAP000687		
AGAP000688		carbonic anhydrase-related protein 10 [Source:VB Community Annotation]
AGAP000689		
AGAP000690		
AGAP000691		
AGAP000692	CEC2	cecropin anti-microbial peptide [Source:VB Community Annotation]
AGAP000693	CEC1	cecropin anti-microbial peptide [Source:VB Community Annotation]
AGAP000694	CEC3	cecropin anti-microbial peptide [Source:VB Community Annotation]
AGAP000695		
AGAP000696		
AGAP000697		
AGAP000698		
AGAP000699		
AGAP000700		Vesicle-associated membrane protein 7 [Source:VB Community Annotation]
AGAP000702		
AGAP000703		
AGAP000704		cell cycle control protein 50A [Source:VB Community Annotation]
AGAP000705		protein DJ-1 [Source:VB Community Annotation]
AGAP000706		
AGAP000707		
AGAP000708		phosphorylase kinase alpha/beta subunit [Source:VB Community Annotation]
AGAP000711		
AGAP000713		
AGAP000714	IR7n	ionotropic receptor IR7n [Source:VB Community Annotation]
AGAP000715		carbonic anhydrase-related protein 10 [Source:VB Community Annotation]
AGAP000717		
AGAP000718		
AGAP000719	Ahcy13	Adenosylhomocysteinase [Source:UniProtKB/Swiss-Prot;Acc:O76757]
AGAP000720		neuronal cell adhesion molecule [Source:VB Community Annotation]
AGAP000721		V-type H+-transporting ATPase subunit AC39 [Source:VB Community Annotation]
AGAP000723		cytoplasmic dynein 1 light intermediate chain 2 [Source:VB Community Annotation]
AGAP000724		
AGAP000725		aryl hydrocarbon receptor interacting protein [Source:VB Community Annotation]
AGAP000726		
AGAP000727		adenylate cyclase 1 [Source:VB Community Annotation]
AGAP000728		wengen [Source:VB Community Annotation]
AGAP000731		
AGAP000732		Synaptic vesicle protein [Source:VB Community Annotation]
AGAP000733		UV excision repair protein RAD23 [Source:VB Community Annotation]
AGAP000734		
AGAP000735		histidyl-tRNA synthetase [Source:VB Community Annotation]
AGAP000736		
AGAP000737		protein SPT2 [Source:VB Community Annotation]
AGAP000738		Suppressor of defective silencing 3 homolog [Source:VB Community Annotation]
AGAP000739	RpS10	40S ribosomal protein S10 [Source:VB Community Annotation]
AGAP000740		GDP-D-glucose phosphorylase C15orf58 homolog [Source:VB Community Annotation]
AGAP000741		
AGAP000743		
AGAP000744		
AGAP000745		
AGAP000747		mitogen-activated protein kinase kinase kinase 5 [Source:VB Community Annotation]
AGAP000748		Muscular protein 20 [Source:VB Community Annotation]
AGAP000749		Muscular protein 20 [Source:VB Community Annotation]
AGAP000750		
AGAP000751		mitotic spindle assembly checkpoint protein MAD2 [Source:VB Community Annotation]
AGAP000752		acyl-CoA-binding domain-containing protein 6 [Source:VB Community Annotation]
AGAP000754		
AGAP000755		
AGAP000756		carboxypeptidase M [Source:VB Community Annotation]
AGAP000757		peptide-O-fucosyltransferase [Source:VB Community Annotation]
AGAP000758		
AGAP000759	mRpL32	39S ribosomal protein L32, mitochondrial [Source:VB Community Annotation]
AGAP000760		alkylated DNA repair protein alkB homolog 7 [Source:VB Community Annotation]
AGAP000761	GSTT1	glutathione S-transferase theta class 1 [Source:VB Community Annotation]
AGAP000762		
AGAP000763		activin receptor type-2, invertebrate [Source:VB Community Annotation]
AGAP000765		
AGAP000767		membrane-associated progesterone receptor component 2 [Source:VB Community Annotation]
AGAP000768		septin 4 [Source:VB Community Annotation]
AGAP000769		
AGAP000770		vacuole morphology and inheritance protein 14 [Source:VB Community Annotation]
AGAP000771		Vacuolar-sorting protein SNF8 [Source:UniProtKB/TrEMBL;Acc:Q7QE89]
AGAP000772		
AGAP000773		single-minded [Source:VB Community Annotation]
AGAP000774		PH and SEC7 domain-containing protein [Source:VB Community Annotation]
AGAP000776		myosin VI [Source:VB Community Annotation]
AGAP000777		
AGAP000778		
AGAP000779		zinc finger homeobox protein 1/2 [Source:VB Community Annotation]
AGAP000780		Yippee-like 5 [Source:VB Community Annotation]
AGAP000781		mitochondrial import inner membrane translocase subunit Tim9 [Source:VB Community Annotation]
AGAP000782		
AGAP000783		
AGAP000784		abhydrolase domain containing 4 [Source:VB Community Annotation]
AGAP000785		Synaptic vesicle protein [Source:VB Community Annotation]
AGAP000786		
AGAP000787		E3 ubiquitin-protein ligase NEDD4 [Source:VB Community Annotation]
AGAP000788		
AGAP000789		
AGAP000790		
AGAP000791		Tango10 [Source:VB Community Annotation]
AGAP000792		Adenosylhomocysteinase [Source:UniProtKB/TrEMBL;Acc:Q7QE71]
AGAP000793		
AGAP000794		NADH dehydrogenase (ubiquinone) Fe-S protein 2 [Source:VB Community Annotation]
AGAP000795		
AGAP000797		E3 ubiquitin-protein ligase HECW2 [Source:VB Community Annotation]
AGAP000798	GLURIIc	ionotropic receptor GLURIIc [Source:VB Community Annotation]
AGAP000801	GLURIIb	ionotropic receptor GLURIIb [Source:VB Community Annotation]
AGAP000803	GLURIIa	ionotropic receptor GLURIIa [Source:VB Community Annotation]
AGAP000804	GPXH2	glutathione peroxidase 2 [Source:VB Community Annotation]
AGAP000805		BTB/POZ domain-containing protein KCTD16 [Source:VB Community Annotation]
AGAP000806		Angiopoietin-like 1 [Source:VB Community Annotation]
AGAP000807		helix-loop-helix transcription factor [Source:VB Community Annotation]
AGAP000808		DNA damage-regulated autophagy modulator protein 2 [Source:VB Community Annotation]
AGAP000809		Proteasome 26S non-ATPase subunit 10 [Source:VB Community Annotation]
AGAP000810		
AGAP000812		calcium binding protein [Source:VB Community Annotation]
AGAP000813		Frataxin homolog, mitochondrial [Source:VB Community Annotation]
AGAP000814		
AGAP000815	INTB	integrin beta subunit [Source:VB Community Annotation]
AGAP000816		
AGAP000817		
AGAP000818	CYP9K1	cytochrome P450 [Source:VB Community Annotation]
AGAP000819		nuclear receptor subfamily 2 group E member (Tailless) [Source:VB Community Annotation]
AGAP000820	CPR125	cuticular protein RR-2 family 125 [Source:VB Community Annotation]
AGAP000821		
AGAP000822		
AGAP000823		CD81 antigen [Source:VB Community Annotation]
AGAP000824		bone morphogenetic protein 5 [Source:VB Community Annotation]
AGAP000825		
AGAP000826		cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 [Source:VB Community Annotation]
AGAP000829		calpain-15 [Source:VB Community Annotation]
AGAP000830	CASPS7	short caspase 7 [Source:VB Community Annotation]
AGAP000831		DnaJ homolog subfamily C member 25 [Source:VB Community Annotation]
AGAP000832		Derlin-2/3 [Source:VB Community Annotation]
AGAP000833	MIP	myoinhibitory-like peptide [Source:VB Community Annotation]
AGAP000834		
AGAP000835		
AGAP000840		amiloride-sensitive sodium channel, other [Source:VB Community Annotation]
AGAP000841		Ras-related protein Rab-40 [Source:VB Community Annotation]
AGAP000842		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1 [Source:VB Community Annotation]
AGAP000843		cardiolipin synthase [Source:VB Community Annotation]
AGAP000844		Progestin and adipoQ receptor family member 4 [Source:VB Community Annotation]
AGAP000847		CDC-like kinase [Source:VB Community Annotation]
AGAP000848		
AGAP000849		NADH dehydrogenase (ubiquinone) 1 beta subcomplex 1 [Source:VB Community Annotation]
AGAP000850		
AGAP000851		cytochrome c oxidase subunit 6a, mitochrondrial [Source:VB Community Annotation]
AGAP000852		Small ubiquitin-related modifier [Source:UniProtKB/TrEMBL;Acc:Q7PNJ2]
AGAP000853		gamma-glutamyltranspeptidase [Source:VB Community Annotation]
AGAP000854		
AGAP000855		
AGAP000856		tRNA-dihydrouridine synthase 2 [Source:VB Community Annotation]
AGAP000857	mRpL3	39S ribosomal protein L3, mitochondrial [Source:VB Community Annotation]
AGAP000858		
AGAP000859		
AGAP000861		
AGAP000862		alpha 1,3-glucosidase [Source:VB Community Annotation]
AGAP000863		lachesin [Source:VB Community Annotation]
AGAP000864		
AGAP000865		
AGAP000868		beta-1,4-mannosyltransferase egghead protein [Source:VB Community Annotation]
AGAP000869		partitioning defective protein 3 [Source:VB Community Annotation]
AGAP000870		
AGAP000871		
AGAP000874		
AGAP000875		
AGAP000876		achaete-scute complex protein [Source:VB Community Annotation]
AGAP000877	CYP4G17	cytochrome P450 [Source:VB Community Annotation]
AGAP000878		achaete-scute complex protein [Source:VB Community Annotation]
AGAP000879		yellow protein [Source:VB Community Annotation]
AGAP000880		suppressor of cytokine signaling, invertebrate [Source:VB Community Annotation]
AGAP000881		aldehyde dehydrogenase family 7 member A1 [Source:VB Community Annotation]
AGAP000882		17-beta-hydroxysteroid dehydrogenase type 6 precursor [Source:VB Community Annotation]
AGAP000883		elongation factor 1-gamma [Source:VB Community Annotation]
AGAP000884		ubiquitin carboxyl-terminal hydrolase 1 [Source:VB Community Annotation]
AGAP000885		aminopeptidase N [Source:VB Community Annotation]
AGAP000886		Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7PNJ3]
AGAP000887		Xaa-Pro aminopeptidase [Source:VB Community Annotation]
AGAP000888	GSTT2	glutathione S-transferase theta class 2 [Source:VB Community Annotation]
AGAP000889		Coactosin-like protein [Source:VB Community Annotation]
AGAP000890	mRpS29	28S ribosomal protein S29, mitochondrial [Source:VB Community Annotation]
AGAP000891		phosphatidylinositide phosphatase SAC1 [Source:VB Community Annotation]
AGAP000892		
AGAP000893		
AGAP000894		
AGAP000896		
AGAP000897		coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial [Source:VB Community Annotation]
AGAP000898		slingshot [Source:VB Community Annotation]
AGAP000899		
AGAP000900		protein-tyrosine sulfotransferase [Source:VB Community Annotation]
AGAP000901		alanine transaminase [Source:VB Community Annotation]
AGAP000903		deltex [Source:VB Community Annotation]
AGAP000907		
AGAP000908		dynactin 4 [Source:VB Community Annotation]
AGAP000909		endoplasmic reticulum resident protein 44 precursor [Source:VB Community Annotation]
AGAP000911		
AGAP000912		Sorting nexin-25 [Source:VB Community Annotation]
AGAP000913		G protein-coupled receptor 107 [Source:VB Community Annotation]
AGAP000915		
AGAP000916		
AGAP000917		
AGAP000918		
AGAP000919		
AGAP000920		
AGAP000921		
AGAP000922		
AGAP000923		SWI/SNF-related matrix-associated actin-dependent regulator of chromatin [Source:VB Community Annotation]
AGAP000924		
AGAP000926		inositol hexakisphosphate/diphosphoinositol-pentakisphosphate kinase [Source:VB Community Annotation]
AGAP000927		myosin regulatory light chain, invertebrate [Source:VB Community Annotation]
AGAP000928		peroxin-10 [Source:VB Community Annotation]
AGAP000929	CTLSE1	C-type lectin (CTL) - selectin like [Source:VB Community Annotation]
AGAP000930		coronin [Source:VB Community Annotation]
AGAP000931		UPF0729 protein AGAP000931 [Source:UniProtKB/Swiss-Prot;Acc:Q7PSY2]
AGAP000932		Rap guanine nucleotide exchange factor (GEF) 1 [Source:VB Community Annotation]
AGAP000933	APG10	autophagy related gene [Source:VB Community Annotation]
AGAP000934		2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q7QI32]
AGAP000935		mitochondrial processing peptidase [Source:VB Community Annotation]
AGAP000938		
AGAP000939		platelet-activating factor acetylhydrolase IB subunit beta/gamma [Source:VB Community Annotation]
AGAP000940	CTL7	C-type lectin (CTL) [Source:VB Community Annotation]
AGAP000941		
AGAP000942		Uncharacterized Nudix hydrolase NudL [Source:VB Community Annotation]
AGAP000943		chloride intracellular channel [Source:VB Community Annotation]
AGAP000944		
AGAP000945		sn1-specific diacylglycerol lipase [Source:VB Community Annotation]
AGAP000946		C-4 methylsterol oxidase [Source:VB Community Annotation]
AGAP000947	GSTU1	glutathione S-transferase unclassified 1 [Source:VB Community Annotation]
AGAP000948		Protein YIPF [Source:UniProtKB/TrEMBL;Acc:A0NBS3]
AGAP000949		transmembrane emp24 domain-containing protein 3 precursor [Source:VB Community Annotation]
AGAP000950	mRpL9	39S ribosomal protein L9, mitochondrial [Source:VB Community Annotation]
AGAP000951		
AGAP000952	RpL37	60S ribosomal protein L37 [Source:VB Community Annotation]
AGAP000953	RpL10-1	60S ribosomal protein L10-1 [Source:UniProtKB/TrEMBL;Acc:Q7PQZ6]
AGAP000954		phosphoribosyl pyrophosphate synthetase-associated protein 2 [Source:VB Community Annotation]
AGAP000955		
AGAP000957	Osi23	protein osiris 23 [Source:VB Community Annotation]
AGAP000958		calcium-binding mitochondrial carrier protein Aralar1 [Source:VB Community Annotation]
AGAP000960		STAM-binding protein [Source:VB Community Annotation]
AGAP000961		
AGAP000962	alpha7	nicotinic acetylcholine receptor subunit alpha 7 [Source:VB Community Annotation]
AGAP000963		
AGAP000964		
AGAP000965		ELAV (embryonic lethal, abnormal vision Drosophila)-like [Source:VB Community Annotation]
AGAP000966	beta1	nicotinic acetylcholine receptor beta 1 [Source:VB Community Annotation]
AGAP000967		estrogen receptor binding site associated antigen 9 variant 1 [Source:VB Community Annotation]
AGAP000968		
AGAP000969		tropomodulin [Source:VB Community Annotation]
AGAP000970		DnaJ homolog subfamily C [Source:VB Community Annotation]
AGAP000971		prolyl 4-hydroxylase [Source:VB Community Annotation]
AGAP000973		neutral ceramidase [Source:VB Community Annotation]
AGAP000974		
AGAP000975		
AGAP000976		
AGAP000977		RNA-binding motif protein, X-linked 2 [Source:VB Community Annotation]
AGAP000978		origin recognition complex subunit 5 [Source:VB Community Annotation]
AGAP000979		DNA polymerase gamma 2 [Source:VB Community Annotation]
AGAP000981		nuclear receptor interaction protein [Source:VB Community Annotation]
