GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP000637		solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) [Source:VB Community Annotation]	0.0	0.0	0.0	0.005	0.003	0.768	0.018	0.059	0.002	0.397	0.059	0.068	0.006	0.011	0.001	0.126	0.799	0.0	0.0	0.0	0.0	0.476	0.902
AGAP005916		ubiquitin-conjugating enzyme E2 M [Source:VB Community Annotation]	0.0	0.0	0.922	0.089	0.0	0.076	0.868	0.54	0.262	0.353	0.34	0.02	0.933	0.399	0.32	0.868	0.84	0.137	0.0	0.0	0.0	0.0	0.064
AGAP005033		U3 small nucleolar RNA-associated protein 20 [Source:VB Community Annotation]	0.0	0.012	0.035	0.134	0.661	0.681	0.806	0.189	0.041	0.207	0.003	0.108	0.001	0.0	0.0	0.77	0.38	0.0	0.633	0.708	0.081	0.026	0.993
AGAP012201		Histone H2B [Source:UniProtKB/Swiss-Prot;Acc:Q27442]	0.0	0.012		0.0	0.0	0.013	0.0	0.006	0.021	0.827	0.733			0.249	0.158	0.25	0.0	0.0	0.773	0.904	0.923	0.0	0.018
AGAP005674		Miple [Source:VB Community Annotation]	0.0	0.0	0.0	0.0	0.065	0.969	0.682	0.144	0.055	0.722	0.007	0.983	0.006	0.86	0.015	0.001	0.671	0.0	0.029	0.314	0.787	0.898	0.488
AGAP009447		S-adenosylmethionine synthetase [Source:VB Community Annotation]	0.0	0.0	0.03	0.001	0.017	0.042	0.0	0.0	0.0	0.009	0.93	0.0	0.266	0.0	0.176	0.0	0.063	0.0	0.0	0.0	0.099	0.0	0.0
AGAP011653		membrane dipeptidase [Source:VB Community Annotation]	0.0	0.012	0.165	0.0	0.0	0.968	0.136	0.27	0.05	0.0	0.944	0.0	0.339	0.0	0.684	0.0	0.275	0.22	0.0	0.0	0.0	0.247	0.0
AGAP006460			0.0	0.0	0.977	0.0	0.0	0.044	0.0	0.235	0.389	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.593	0.99	0.144	0.03	0.132	0.907	0.019
AGAP009183		defective proboscis extension response [Source:VB Community Annotation]	0.0	0.001	0.0	0.232	0.128	0.223	0.203	0.266	0.007	0.94	0.187	0.447	0.038	0.119	0.005	0.0	0.359	0.0	0.003	0.026	0.012	0.31	0.644
AGAP010930			0.0	0.032	0.402	0.0	0.015	0.088	0.599	0.316	0.002	0.004	0.004	0.005	0.005	0.024	0.031	0.0	0.962	0.0	0.651	0.552	0.509	0.586	0.721
AGAP002184			0.0	0.205	0.0	0.0	0.084	0.888	0.013	0.069	0.0	0.87	0.083	0.916	0.014	0.481	0.019	0.209	0.833	0.002	0.0	0.0	0.0	0.532	0.083
AGAP002377		fatty-acid amide hydrolase 2 [Source:VB Community Annotation]	0.0	0.007	0.0	0.921	0.0	0.127	0.0	0.0	0.0	0.261	0.111	0.048	0.016	0.0	0.0	0.015	0.0	0.007	0.005	0.918	0.998	0.012	0.0
AGAP006165		E1A-binding protein p400 [Source:VB Community Annotation]	0.0	0.0	0.199	0.0	0.0	0.783	0.546	0.067	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.747	0.756	0.257	0.093	0.139	0.012	0.11	0.0
AGAP000308		proteasome activator subunit 3 (PA28 gamma) [Source:VB Community Annotation]	0.0	0.0	0.487	0.047	0.0	0.694	0.321	0.351	0.015	0.336	0.168	0.565	0.0	0.866	0.013	0.007	0.0	0.0	0.396	0.741	0.045	0.903	0.603
AGAP002577		voltage-dependent p/q type calcium channel [Source:VB Community Annotation]	0.0	0.004	0.0	0.0	0.758	0.935	0.651	0.277	0.033	0.247	0.721	0.661	0.194	0.302	0.579	0.253	0.425	0.0	0.0	0.0	0.0	0.391	0.97
AGAP002366		high affinity choline transporter [Source:VB Community Annotation]	0.0	0.0	0.0	0.0	0.237	0.814	0.404	0.022	0.001	0.828	0.026	0.909	0.003	0.639	0.021	0.064	0.719	0.0	0.005	0.005	0.0	0.693	0.674
AGAP006452			0.0	0.0	0.0	0.746	0.941	0.76	0.287	0.324	0.974	0.017	0.0	0.014	0.0	0.218	0.0	0.857	0.0	0.0	0.27	0.015	0.002	0.01	0.0
AGAP007928		Turtle protein, isoform [Source:VB Community Annotation]	0.0	0.0	0.0	0.04	0.837	0.987	0.812	0.188	0.012	0.241	0.741	0.224	0.5	0.336	0.557	0.015	0.435	0.0	0.0	0.0	0.0	0.898	0.951
AGAP005292		nucleolysin TIA-1/TIAR [Source:VB Community Annotation]	0.0	0.021	0.0	0.011	0.328	0.24	0.243	0.204	0.0	0.13	0.824	0.135	0.694	0.004	0.582	0.002	0.948	0.0	0.0	0.0	0.0	0.924	0.072
AGAP003065	CYP11179	cytochrome P450 [Source:VB Community Annotation]	0.0	0.61	0.749	0.553	0.737				0.742		0.957					0.657	0.087	0.571			0.804		0.246
AGAP007043			0.0	0.343	0.046	0.0	0.001	0.003	0.81	0.242	0.021	0.413	0.199	0.411	0.127	0.461	0.218	0.002	0.0	0.0	0.485	0.06	0.26	0.0	0.836
AGAP007033	APL1C	Anopheles Plasmodium-responsive Leucine-Rich Repeat 1C [Source:VB Community Annotation]	0.0	0.861	0.693	0.0	0.003	0.713	0.0	0.0	0.0	0.107	0.415	0.018	0.087	0.206	0.678	0.093	0.015	0.0	0.0	0.346	0.98	0.02	0.263
AGAP008962		alpha-glucosidase [Source:VB Community Annotation]	0.0	0.126	0.317	0.0	0.16	0.0	0.0	0.0	0.0	0.436	0.733	0.307	0.007	0.254	0.948	0.252	0.0	0.0	0.123	0.723	0.019	0.534	0.0
AGAP000057		paired box protein [Source:VB Community Annotation]	0.0	0.03	0.165	0.12	0.14	0.045	0.0	0.223	0.957	0.397	0.856	0.632	0.688	0.819	0.465	0.462	0.0	0.0	0.0	0.387	0.0	0.633	0.06
AGAP007479		methylenetetrahydrofolate reductase (NADPH) [Source:VB Community Annotation]	0.0	0.989	0.774	0.001	0.0	0.218	0.0	0.0	0.0	0.765	0.007	0.381	0.638	0.519	0.201	0.311	0.122	0.041	0.0	0.0	0.0	0.189	0.151
AGAP010834		calpain-7 [Source:VB Community Annotation]	0.0	0.0	0.017	0.004	0.001	0.792	0.618	0.633	0.709	0.485	0.3	0.374	0.183	0.979	0.795	0.559	0.552	0.04	0.125	0.119	0.434	0.854	0.024
AGAP007761		Complement control protein [Source:VB Community Annotation]	0.0	0.005	0.0	0.0	0.001	0.688	0.034	0.001	0.0	0.962	0.042	0.704	0.003	0.425	0.014	0.03	0.692	0.0	0.0	0.007	0.0	0.834	0.298
AGAP008487		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:Q7Q4M5]	0.0	0.0	0.629	0.556	0.068	0.075	0.287	0.0	0.0	0.007	0.01	0.018	0.017	0.333	0.761	0.8	0.984	0.0	0.112	0.0	0.0	0.0	0.0
AGAP005794			0.0	0.0	0.0	0.0	0.0	0.384	0.175	0.011	0.0	0.256	0.532	0.339	0.671	0.191	0.346	0.01	0.684	0.0	0.883	0.401	0.584	0.982	0.774
AGAP010205			0.0	0.04	0.0	0.0	0.031	0.992	0.386	0.005	0.0	0.794	0.597	0.28	0.419		0.222	0.0	0.011	0.0	0.002	0.003	0.001	0.048	0.011
AGAP000833	MIP	myoinhibitory-like peptide [Source:VB Community Annotation]	0.0	0.185	0.0	0.0	0.0	0.089	0.067	0.001	0.0	0.277	0.001	0.038	0.0	0.031	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.521	0.372
AGAP028501			0.0	0.004	0.0	0.0	0.133	0.52	0.52	0.252	0.022	0.755	0.237	0.945	0.115	0.563	0.026	0.126	0.28	0.0	0.0	0.0	0.0	0.903	0.955
AGAP010049			0.0	0.012	0.0	0.0	0.636	0.898	0.598	0.625	0.147	0.065	0.942	0.133	0.966	0.111	0.984	0.01	0.856	0.0	0.0	0.0	0.0	0.92	0.543
AGAP009918			0.0	0.0	0.146	0.0	0.0	0.025	0.711	0.0	0.002	0.0	0.263	0.0	0.043	0.0	0.389	0.0	0.0	0.0	0.625	0.938	0.34	0.21	0.0
AGAP001410		Sidestep protein [Source:VB Community Annotation]	0.0	0.021	0.0	0.523	0.085	0.449	0.499	0.026	0.0	0.827	0.262	0.958	0.085	0.837	0.058	0.015	0.409	0.0	0.0	0.0	0.0	0.384	0.23
AGAP006416	SP24D	serine protease (non-digestive) [Source:VB Community Annotation]	0.0	0.001	0.765	0.744	0.001	0.081	0.022	0.24	0.0	0.412	0.017	0.926	0.038	0.939	0.029	0.0	0.012	0.0	0.972	0.612	0.786	0.17	0.171
AGAP011378		Tartan [Source:VB Community Annotation]	0.0	0.0	0.684	0.08	0.0	0.083	0.023	0.805	0.759	0.0	0.007	0.0	0.022	0.0	0.0	0.282	0.34	0.0	0.153	0.123	0.717	0.635	0.0
AGAP008888			0.0	0.1	0.676	0.017	0.121	0.199	0.53	0.0	0.0	0.685	0.575	0.02	0.012	0.015	0.02	0.198	0.016	0.0	0.004	0.135	0.0	0.739	0.012
AGAP005878		POU domain transcription factor, class 3 [Source:VB Community Annotation]	0.0	0.0	0.029	0.0	0.0	0.2	0.0	0.0	0.0	0.079	0.281	0.167	0.126	0.078	0.26	0.0	0.0	0.0	0.0	0.0	0.023	0.033	0.047
AGAP006590		T-lymphoma invasion and metastasis-inducing protein 1 [Source:VB Community Annotation]	0.0	0.933	0.0	0.0	0.053	0.913	0.785	0.246	0.017	0.03	0.943	0.086	0.534	0.07	0.772	0.894	0.612	0.008	0.0	0.0	0.0	0.643	0.004
AGAP008363		cytochrome b5 outer mitochondrial membrane isoform [Source:VB Community Annotation]	0.0	0.0	0.347	0.378	0.0	0.001	0.0	0.006	0.0	0.01	0.012	0.121	0.024	0.042	0.056	0.03	0.475	0.0	0.007	0.007	0.011	0.004	0.65
AGAP006890	Arf3	ADP-ribosylation factor 3 [Source:VB Community Annotation]	0.0	0.0	0.684	0.0	0.0	0.856	0.282	0.322	0.92	0.022	0.033	0.001	0.002	0.003	0.006	0.331	0.58	0.0	0.001	0.0	0.0	0.397	0.178
AGAP005681	GPRNNA21	putative GPCR class a orphan receptor 21 [Source:VB Community Annotation]	0.0	0.0	0.0	0.0	0.579	0.835	0.761	0.209	0.115	0.251	0.791	0.846	0.116	0.208	0.81	0.017	0.744	0.0	0.0	0.0	0.0	0.894	0.67
AGAP010601			0.0	0.25	0.0	0.065	0.429	0.183	0.001	0.007	0.019	0.265	0.506	0.122	0.919	0.024	0.373	0.442	0.3	0.024	0.0	0.0	0.028	0.018	0.016
AGAP005918		solute carrier family 30 (zinc transporter), member 1 [Source:VB Community Annotation]	0.0	0.0	0.923	0.001	0.048	0.014	0.0	0.0	0.0	0.089	0.601	0.043	0.42	0.012	0.16	0.097	0.887	0.088	0.0	0.0	0.0	0.551	0.013
AGAP001476		Innexin inx2 [Source:VB Community Annotation]	0.0	0.544	0.241	0.0	0.0	0.462	0.864	0.529	0.694	0.383	0.543	0.266	0.386	0.603	0.395	0.788	0.47	0.0	0.48	0.003	0.001	0.897	0.007
AGAP010232		all-trans-retinol dehydrogenase (NAD+) [Source:VB Community Annotation]	0.0	0.895	0.03	0.0	0.0	0.353	0.106	0.0	0.0	0.75	0.0	0.125	0.312	0.001	0.138	0.234	0.0	0.539	0.0	0.001	0.0	0.118	0.0
AGAP013523			0.0	0.001	0.316	0.294	0.902	0.0	0.0	0.0	0.0		0.95		0.953	0.491		0.241	0.0	0.014	0.156		0.101	0.953	0.732
AGAP000188		Uridine phosphorylase [Source:UniProtKB/TrEMBL;Acc:Q7PFX7]	0.0	0.0	0.0	0.687	0.142	0.903	0.093	0.0	0.072	0.684	0.0	0.75	0.002			0.0	0.005	0.0	0.864	0.15	0.071	0.946	0.275
AGAP006772			0.0	0.916	0.0	0.0	0.959	0.833	0.003	0.014	0.0	0.985	0.174	0.983	0.173	0.485	0.048	0.159	0.762	0.0	0.0	0.0	0.0	0.394	0.174
AGAP003604			0.0	0.025	0.0	0.0	0.0	0.896	0.099	0.005	0.0	0.984	0.282	0.639	0.08	0.475	0.071	0.032	0.36	0.092	0.0	0.005	0.054	0.399	0.942
AGAP009982			0.0	0.025	0.877	0.0	0.014	0.0	0.0	0.0	0.0	0.712	0.499	0.265	0.156	0.0	0.0	0.347	0.588	0.801	0.0	0.0	0.0	0.0	0.0
AGAP005520		cytochrome b-561 [Source:VB Community Annotation]	0.0	0.402	0.656	0.493	0.0	0.738	0.077	0.543	0.065	0.683	0.002	0.319	0.437	0.848	0.025	0.046	0.0	0.015	0.0	0.065	0.0	0.343	0.409
AGAP008924			0.0	0.782	0.0	0.0	0.002	0.011	0.0	0.053	0.0	0.957	0.008	0.9	0.005	0.382	0.001	0.65	0.44	0.861	0.569	0.18	0.96	0.959	0.107
AGAP006048	CYP4J5	cytochrome P450 [Source:VB Community Annotation]	0.0	0.0	0.844	0.034	0.294	0.04	0.862	1.0	0.94	0.002	0.007	0.0	0.938	0.0	0.92	0.976	0.387	0.0	0.708	0.318	0.496	0.877	0.063
AGAP006366		2-oxoglutarate dehydrogenase E1 component [Source:VB Community Annotation]	0.0	0.092	0.0	0.168	0.0	0.034	0.208	0.0	0.0	0.733	0.0	0.818	0.0	0.59	0.005	0.408	0.418	0.0	0.787	0.537	0.611	0.0	0.001
AGAP006888		G protein-coupled receptor kinase interactor 2 [Source:VB Community Annotation]	0.0	0.0	0.633	0.051	0.02	0.39	0.391	0.019	0.0	0.909	0.477	0.456	0.921	0.285	0.11	0.014	0.093	0.263	0.001	0.014	0.004	0.161	0.963
AGAP003198			0.0	0.151	0.0	0.005	0.155	0.21	0.953	0.398	0.029	0.249	0.481	0.45	0.043	0.358	0.267	0.1	0.263	0.0	0.0	0.0	0.001	0.536	0.759
AGAP007687		Oxysterol-binding protein [Source:UniProtKB/TrEMBL;Acc:Q7PT44]	0.0	0.0	0.0	0.0	0.544	0.945	0.003	0.0	0.0	0.365	0.014	0.021	0.0	0.04	0.002	0.14	0.068	0.0	0.0	0.0	0.0	0.634	0.252
AGAP002564	Aldo	fructose biphosphate aldolase [Source:VB Community Annotation]	0.0	0.984	0.0	0.017	0.144	0.001	0.614	0.012	0.001	0.535	0.0	0.946	0.021	0.862	0.137	0.0	0.997	0.126	0.6	0.404	0.461	0.0	0.416
AGAP029107			0.0	0.81	0.0	0.0	0.145	0.222	0.473	0.735	0.174	0.461	0.383	0.185	0.148	0.037	0.024	0.202	0.018	0.026	0.0	0.0	0.0	0.015	0.868
AGAP001478	NMDAR1	ionotropic receptor NMDAR1 [Source:VB Community Annotation]	0.0	0.003	0.0	0.917	0.042	0.344	0.028	0.0	0.0	0.905	0.293	0.956	0.07	0.79	0.482	0.0	0.0	0.0	0.0	0.001	0.043	0.007	0.922
AGAP013121			0.0	0.0	0.0	0.063	0.038	0.23	0.978	0.848	0.256	0.798	0.219	0.526	0.263	0.831	0.182	0.028	0.998	0.0	0.0	0.216	0.033	0.452	0.567
AGAP008217	CYP6Z3	cytochrome P450 [Source:VB Community Annotation]	0.0	0.005	0.0	0.0	0.0	0.0	0.256	0.0	0.0	0.007	0.0	0.387	0.01	0.578	0.033	0.001	0.0	0.0	0.0	0.0	0.012	0.002	0.569
AGAP002226		diacylglycerol kinase (ATP dependent) [Source:VB Community Annotation]	0.0	0.086	0.0	0.0	0.942	0.313	0.866	0.678	0.274	0.002	0.98	0.003	0.873	0.003	0.697	0.404	0.783	0.122	0.0	0.0	0.0	0.825	0.0
AGAP004725	eIF3c	Eukaryotic translation initiation factor 3 subunit C [Source:UniProtKB/Swiss-Prot;Acc:Q7PMU8]	0.0	0.204	0.0	0.458	0.0	0.065	0.602	0.741	0.507	0.456	0.828	0.749	0.121	0.176	0.013	0.0	0.0	0.001	0.0	0.0	0.0	0.393	0.216
AGAP006645			0.0	0.0	0.006	0.392	0.571	0.833	0.717	0.921	0.698	0.0	0.659	0.05	0.412	0.002	0.92	0.02	0.394	0.0	0.007	0.012	0.124	0.0	0.527
AGAP009595		sodium/potassium-transporting ATPase subunit beta [Source:VB Community Annotation]	0.0	0.0	0.0	0.862	0.002	0.608	0.417	0.001	0.0	0.192	0.0	0.874	0.0	0.985	0.0	0.093	0.31	0.0	0.0	0.0	0.005	0.016	0.017
AGAP009509	PIWI	piwi [Source:VB Community Annotation]	0.0	0.0	0.085	0.087	0.0	0.837	0.721	0.768	0.515	0.025	0.604	0.006	0.124	0.002	0.039	0.542	0.001	0.0	0.421	0.85	0.239	0.012	0.266
AGAP029185			0.0	0.0	0.0	0.003	0.001	0.054	0.486	0.003	0.001	0.663	0.0	0.7	0.0	0.776	0.006	0.148	0.001	0.047	0.929	0.332	0.393	0.0	0.0
AGAP006278			0.0	0.004	0.0	0.001	0.056	0.0	0.855	0.0	0.004	0.171	0.019	0.048	0.021	0.254	0.015	0.0	0.702	0.363	0.559	0.416	0.163	0.828	0.003
AGAP002862	CYP6AA1	cytochrome P450 [Source:VB Community Annotation]	0.0	0.0	0.11	0.171	0.0	0.628	0.839	0.054	0.895	0.0	0.0	0.0	0.0	0.0	0.0	0.496	0.0	0.157	0.0	0.0	0.0	0.0	0.897
AGAP010485		dopamine beta-monooxygenase [Source:VB Community Annotation]	0.0	0.0	0.0	0.005	0.934	0.396	0.007	0.039	0.0	0.758	0.0	0.474	0.0	0.491	0.003	0.014	0.199	0.0	0.197	0.876	0.924	0.002	0.489
AGAP000332	Vir	protein virilizer [Source:VB Community Annotation]	0.0	0.0	0.509	0.186	0.978	0.464	0.0	0.071	0.068	0.116	0.563	0.06	0.616	0.082	0.875	0.855	0.192	0.0	0.001	0.001	0.0	0.888	0.204
AGAP010613		elongation factor 1-beta [Source:VB Community Annotation]	0.0	0.024	0.115	0.03	0.194	0.0	0.047	0.002		0.25	0.016	0.587	0.027	0.412	0.009	0.302	0.993	0.074	0.059	0.859	0.011	0.107	0.883
AGAP010456			0.0	0.002	0.0	0.787	0.057	0.919	0.599	0.253	0.029	0.24	0.101	0.367	0.059	0.787	0.019	0.784	0.962	0.0	0.01	0.152	0.013	0.752	0.039
AGAP006958	Hsp83	Heat shock protein 83 [Source:UniProtKB/Swiss-Prot;Acc:Q7PT10]	0.0	0.036	0.0	0.299	0.0	0.168	0.13	0.851	0.971	0.233	0.305	0.092	0.092	0.979	0.708	0.0	0.0	0.784	0.0	0.001	0.274	0.004	0.0
AGAP000840		amiloride-sensitive sodium channel, other [Source:VB Community Annotation]	0.0	0.042	0.136	0.878	0.675	0.011	0.013	0.0	0.002	0.859	0.218	0.4	0.038	0.338	0.028	0.803	0.569	0.122	0.974	0.974	0.705	0.531	0.0
AGAP009626		Kv channel-interacting protein 4 isoform 2 [Source:VB Community Annotation]	0.0	0.0	0.0	0.004	0.178	0.628	0.069	0.062	0.002	0.573	0.019	0.45	0.011	0.59	0.048	0.0	0.398	0.0	0.0	0.0	0.0	0.049	0.238
AGAP004410			0.0	0.011	0.0	0.0	0.004	0.696	0.391	0.096	0.002	0.694	0.034	0.198	0.0	0.17	0.001	0.082	0.009	0.0	0.002	0.018	0.016	0.929	0.932
AGAP010182		WD repeat-containing protein 32 [Source:VB Community Annotation]	0.0	0.468	0.631	0.002	0.144	0.015	0.091	0.169	0.017	0.794	0.0	0.526	0.026	0.775	0.0	0.881	0.0	0.724	0.81	0.968	0.617	0.214	0.034
AGAP007018			0.0	0.0	0.472	0.003	0.003	0.319	0.609	0.992	0.607	0.0	0.0	0.0	0.001	0.0	0.0	0.033	0.001	0.0	0.217	0.05	0.52	0.326	0.0
AGAP012429	NMDAR2	ionotropic receptor NMDAR2 [Source:VB Community Annotation]	0.0	0.321	0.0	0.0	0.08	0.957	0.002	0.021	0.0	0.226	0.003	0.148	0.001	0.127	0.001	0.001	0.73	0.352	0.0	0.001	0.043	0.007	0.216
AGAP002916			0.0	0.002	0.003	0.176	0.092	0.451	0.086	0.175	0.47	0.97	0.435	0.888	0.368	0.96	0.438	0.005	0.443	0.0	0.47	0.636	0.578	0.906	0.891
AGAP000945		sn1-specific diacylglycerol lipase [Source:VB Community Annotation]	0.0	0.158	0.0	0.024	0.024	0.736	0.69	0.501	0.023	0.03	0.0	0.477	0.018	0.874	0.37	0.05	0.222	0.0	0.356	0.301	0.786	0.467	0.643
AGAP011250			0.0	0.0	0.0	0.007	0.0	0.996	0.424	0.0	0.0	0.0	0.011	0.001	0.018	0.005	0.011	0.152	0.883	0.0	0.0	0.014	0.008	0.114	0.263
AGAP003289		carbonic anhydrase [Source:VB Community Annotation]	0.0	0.0	0.983	0.371	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.132	0.005	0.194	0.006	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.06
AGAP004518			0.0	0.0	0.0	0.001	0.605	0.943	0.782	0.218	0.057	0.64	0.082	0.954	0.006	0.731	0.001	0.155	0.716	0.0	0.0	0.0	0.0	0.875	0.964
AGAP011812		Elongation of very long chain fatty acids protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7PZA2]	0.0	0.0	0.894	0.724	0.086	0.082	0.001	0.0	0.0	0.162	0.629	0.007	0.04	0.002	0.022	0.017	0.984	0.088	0.291	0.923	0.057	0.0	0.552
AGAP002137			0.0	0.041	0.009	0.885	0.852	0.011	0.2	0.021	0.059	0.343	0.0	0.613	0.011	0.603	0.002	0.025	0.0	0.0	0.096	0.008	0.719	0.946	0.02
AGAP009563		myotubularin related protein 2 [Source:VB Community Annotation]	0.0	0.289	0.167	0.249	0.0	0.036	0.157	0.0	0.0	0.327	0.423	0.781	0.568	0.421	0.248	0.95	0.0	0.175	0.0	0.0	0.0	0.618	0.119
AGAP000569		forkhead box protein P [Source:VB Community Annotation]	0.0	0.122	0.0	0.034	0.638	0.005	0.606	0.722	0.341	0.978	0.261	0.363	0.025	0.391	0.03	0.239	0.039	0.0	0.001	0.045	0.0	0.967	0.045
AGAP003115	COE2580	carboxylesterase [Source:VB Community Annotation]	0.0	0.395	0.0	0.0	0.029	0.978	0.119	0.05	0.0	0.939	0.497	0.77	0.373	0.404	0.155	0.038	0.618	0.0	0.0	0.082	0.0	0.828	0.929
AGAP013348			0.0	0.15	0.029	0.549	0.0	0.016	0.0	0.0	0.0	0.04	0.204	0.047	0.178	0.872	0.725	0.03	0.791	0.0	0.001	0.157	0.651	0.004	0.0
AGAP006526			0.0	0.0	0.386	0.001	0.031	0.241	0.956	0.059	0.015	0.035	0.078	0.01	0.088	0.069	0.274	0.04	0.0	0.697	0.007	0.458	0.006	0.065	0.763
AGAP000629			0.0	0.916	0.775	0.831	0.059	0.891	0.434	0.153	0.097	0.162	0.022	0.002	0.0	0.805	0.245	0.332	0.006	0.0	0.369	0.353	0.034	0.759	0.383
AGAP003142		sulfide:quinone oxidoreductase [Source:VB Community Annotation]	0.0	0.938	0.907	0.752	0.167	0.0	0.0	0.0	0.0	0.002	0.008	0.0	0.0	0.001	0.006	0.0	0.0	0.102	0.0	0.0	0.0	0.691	0.0
AGAP000233			0.0	0.163	0.0	0.959	0.01	0.343	0.75	0.511	0.106	0.834	0.401	0.513	0.012	0.482	0.034	0.79	0.389	0.0	0.0	0.001	0.0	0.718	0.011
AGAP006090		nucleolar protein 15 [Source:VB Community Annotation]	0.0	0.0	0.0	0.054	0.994	0.343	0.306	0.0	0.001	0.175	0.025	0.776	0.0	0.662	0.0	0.666	0.014	0.02	0.062	0.019	0.835	0.053	0.0
AGAP009136			0.0	0.3	0.0	0.189	0.276	0.173	0.756	0.513	0.047	0.404	0.224	0.326	0.317	0.438	0.313	0.368	0.869	0.0	0.0	0.0	0.0	0.562	0.17
AGAP007023	cue	Protein cueball [Source:UniProtKB/Swiss-Prot;Acc:Q7QIQ6]	0.0	0.027	0.041	0.107	0.639	0.547	0.0	0.0	0.0	0.115	0.001	0.104	0.005	0.034	0.335	0.001	0.031	0.0	0.443	0.689	0.707	0.0	0.0
AGAP005251		potassium voltage-gated channel [Source:VB Community Annotation]	0.0	0.021	0.0	0.028	0.406	0.774	0.003	0.014	0.0	0.773	0.41	0.426	0.033	0.609	0.077	0.301	0.052	0.0	0.0	0.001	0.0	0.014	0.246
AGAP028637			0.0	0.094	0.0	0.0	0.337	0.291	0.232	0.186	0.019	0.514	0.083	0.219	0.022	0.124	0.014	0.013	0.318	0.0	0.0	0.0	0.0	0.273	0.486
AGAP004094		Sterol carrier protein-2 [Source:VB Community Annotation]	0.0	0.0	0.081	0.007	0.355	0.945	0.514	0.75	0.945	0.0	0.291	0.0	0.068	0.0	0.058	0.789	0.003	0.0	0.001	0.469	0.04	0.513	0.004
AGAP003603			0.0	0.0	0.0	0.551	0.141	0.478	0.565	0.113	0.012	0.724	0.006	0.075	0.0	0.244	0.005	0.011	0.009	0.0	0.002	0.002	0.056	0.929	0.328
AGAP000360			0.0	0.012	0.001	0.72	0.582	0.31	0.048	0.214	0.295	0.383	0.616	0.372	0.556	0.004	0.447	0.0	0.018	0.0	0.027	0.016	0.296	0.307	0.882
AGAP011296			0.0	0.002	0.011	0.926	0.059	0.251	0.981	0.023	0.018	0.567	0.002	0.442	0.0	0.07	0.0	0.001	0.0	0.0	0.005	0.012	0.059	0.006	0.516
AGAP013275			0.0	0.358	0.0	0.0	0.453	0.362	0.645	0.56	0.181	0.403	0.989	0.127	0.509	0.87	0.67	0.558	0.591	0.0	0.0	0.0	0.0	0.404	0.986
AGAP028511			0.0	0.201	0.035	0.0	0.0	0.397	0.006	0.23	0.308	0.277	0.966	0.644	0.504	0.382	0.764	0.284	0.582	0.169	0.162	0.321	0.0	0.708	0.039
AGAP012404		alanine--glyoxylate aminotransferase 2, mitochondrial [Source:VB Community Annotation]	0.0	0.0	0.0	0.002	0.233	0.393	0.483	0.126	0.174	0.986	0.0	0.935	0.0	0.603	0.007	0.233	0.034	0.0	0.0	0.811	0.156	0.363	0.013
AGAP002810		45 kDa calcium-binding protein [Source:VB Community Annotation]	0.0	0.0	0.0	0.584	0.809	0.648	0.258	0.526	0.292	0.123	0.007	0.01	0.0	0.016	0.001	0.0	0.014	0.0	0.0	0.0	0.078	0.796	0.173
AGAP009624	CTPsyn	CTP synthase [Source:VB Community Annotation]	0.0	0.022	0.692	0.645	0.0	0.083	0.128	0.383	0.52	0.954	0.385	0.458	0.956	0.366	0.632	0.095	0.0	0.492	0.29	0.423	0.922	0.61	0.651
AGAP000254		potassium voltage-gated channel Shaker-related subfamily A [Source:VB Community Annotation]	0.0	0.001	0.0	0.979	0.141	0.888	0.911	0.247	0.0	0.951	0.008	0.182	0.164	0.449	0.076	0.965	0.066	0.0	0.191	0.679	0.207	0.332	0.406
AGAP005088			0.0	0.001	0.939	0.341	0.172	0.689	0.79	0.879	0.325	0.041	0.083	0.006	0.009	0.117	0.183	0.208	0.729	0.0	0.02	0.0	0.008	0.176	0.18
AGAP005219			0.0	0.068	0.0	0.0	0.054	0.836	0.219	0.004	0.001	0.788	0.143	0.374	0.004	0.549	0.02	0.116	0.213	0.085	0.0	0.0	0.0	0.603	0.661
AGAP007821			0.0	0.077	0.0	0.0	0.012	0.93	0.008	0.001	0.006	0.901	0.427	0.713	0.112	0.42	0.059	0.0	0.317	0.041	0.0	0.0	0.001	0.859	0.117
