GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AGAP002529		phosphatidylinositol phospholipase C, epsilon [Source:VB Community Annotation]	1.12	0.53	-0.85	0.19	0.16	0.3	0.07	-0.44	-0.92	-0.41	0.07	-0.2	0.27	-0.18	0.3	0.59	0.12	-0.9	-0.92	-1.17	-0.64	0.32	0.02	-0.93	-0.72	-0.97	-0.85	-0.6
AGAP000965		ELAV (embryonic lethal, abnormal vision Drosophila)-like [Source:VB Community Annotation]	1.24	0.29	-1.45	0.44	0.39	0.28	-0.1	-0.33	-0.65	0.04	0.55	0.04	0.55	0.21	0.73	0.66	0.12	-0.7	-0.71	-0.4	-0.51	0.08	0.44	-0.41	-0.55	-0.36	-0.36	-0.16
AGAP001800		Synaptotagmin [Source:VB Community Annotation]	1.21	0.6	-1.15	0.22	-0.24	0.36	0.15	-0.24	-0.53	0.3	0.64	0.34	0.66	0.62	0.97	0.63	0.19	-1.37	-0.61	-0.59	-0.58	-0.06	-0.15	-0.46	-0.57	-0.52	-0.6	-0.44
AGAP002176		proprotein convertase subtilisin/kexin type 2 [Source:VB Community Annotation]	1.19	0.3	-1.36	0.7	0.13	0.04	-0.61	-0.67	-0.75	0.08	0.39	0.14	0.44	0.68	1.0	0.43	0.23	-0.57	-0.6	-0.67	-0.61	0.02	0.29	-0.07	-0.15	-0.27	-0.28	-0.28
AGAP000104			1.2	0.42	-0.88	0.06	-1.29	-0.05	-0.74	-0.25	-0.35	0.29	0.67	0.44	0.83	1.27	1.67	-0.09	-1.16	-1.25	-0.93	-0.76	-0.93	-0.33	0.67	-0.07	-0.14	-0.07	0.03	-0.15
AGAP008143			1.32	-0.32	-1.17	0.27	-0.29	-1.5	-1.29	-1.33	-1.26	0.35	1.35	0.27	1.27	1.69	2.7	-0.07	-1.65	-0.79	-1.02	-0.46	-0.95	-0.54	1.21	0.13	0.12	-0.04	0.24	0.24
AGAP002291		ebony [Source:VB Community Annotation]	1.04	0.04	-0.34	0.25	0.1	-0.06	0.21	1.27	1.4	-0.48	0.46	-0.02	0.9	0.38	1.33	-0.39	0.33	-1.47	-0.19	-0.17	-0.46	0.28	0.48	-1.01	-0.61	-1.38	-1.02	-1.24
AGAP004243			-1.86	-0.35	0.68	-0.8	0.21	-0.67	-0.61	-1.56	-1.23	-0.02	-0.97	-0.24	-1.2	-0.87	-1.83	-0.86	-1.25	-0.14	0.58	0.75	0.65	-1.32	-0.34	0.09	-0.04	0.23	0.1	0.14
AGAP007003			1.88	0.46	-0.54	-0.64	0.18	0.97	0.78	1.18	1.22	-0.43	-1.1	-0.6	-1.29	-0.38	-1.06	0.13	0.21	-0.04	0.05	0.19	-0.17	-0.54	-0.01	0.76	0.81	0.6	0.64	0.61
AGAP005892		importin beta-2 [Source:VB Community Annotation]	-1.34	-1.52	0.03	-1.52	-1.24	-0.02	0.3	-0.15	-0.01	-1.05	-1.56	-1.03	-1.55	-1.46	-1.96	-0.19	-0.17	0.1	0.34	0.41	0.37	-0.79	-0.1	0.13	0.16	0.15	0.12	0.26
AGAP004476		solute carrier family 18 (vesicular monoamine), member 2 [Source:VB Community Annotation]	1.21	0.97	-0.66	0.25	-0.14	0.14	-0.3	-0.84	-1.02	0.33	1.41	0.7	1.77	0.59	1.68	0.69	0.36	-1.65	-0.19	0.03	-0.09	-0.29	-0.34	-0.43	-0.54	-0.54	-0.46	-0.48
AGAP000213		ankyrin repeat and SOCS box protein 17 [Source:VB Community Annotation]	1.71	0.56	-1.07	-1.01	-1.36	0.18	-0.37	0.21	0.97	-0.03	1.34	-0.24	1.12	1.58	2.96	-0.4	-0.83	-1.0	-1.46	-1.81	-1.47	0.33	0.62	-0.44	-0.2	-0.03	0.57	0.05
AGAP010498		RNA 3'-terminal phosphate cyclase-like protein [Source:VB Community Annotation]	-1.32	-0.86	0.08	0.07	0.46	-0.76	-0.83	-1.04	-0.89	0.77	-0.36	0.32	-0.83	0.4	-0.74	-0.01	-0.58	0.61	-0.07	-0.11	-0.41	0.13	-0.58	-0.23	-0.76	-0.19	-0.28	-0.29
AGAP010604		Insulin-like peptide 3 precursor [Source:VB Community Annotation]	1.27	0.49	-0.86	0.46	0.19	0.32	-0.75	-0.62	-0.67	-0.06	-0.41	0.0	-0.37	0.77	0.42	0.44	0.7	0.13	-0.82	-0.76	-0.53	-1.04	-0.52	0.09	-0.1	-0.04	-0.37	-0.08
AGAP010722			-1.55	-1.13	-0.36	0.08	0.42	-1.28	-1.18	-1.65	-1.24	0.08	-0.95	-0.25	-1.29	-0.5	-1.53	-0.12	-1.95	0.05	0.17	0.43	0.08	-0.3	-0.42	0.11	-0.21	0.2	-0.03	0.1
AGAP007992		Vesicular glutamate transporter 2 [Source:VB Community Annotation]	1.27	0.76	-0.98	0.33	-0.24	-0.05	-0.45	-0.8	-1.34	-0.12	0.27	-0.03	0.35	0.2	0.6	0.83	0.12	-1.7	-1.07	-0.95	-0.93	-0.18	-0.13	-0.67	-0.78	-0.65	-0.71	-0.48
AGAP000329	alpha3	nicotinic acetylcholine receptor subunit alpha 3 [Source:VB Community Annotation]	1.66	0.43	-1.22	0.73	0.1	0.29	0.01	-0.29	-0.94	-0.52	0.0	-0.2	0.32	-0.24	0.29	0.57	-0.19	-1.16	-1.12	-0.84	-1.11	-0.1	-0.04	-0.54	-0.45	-0.32	-0.31	-0.17
AGAP008227		trehalose 6-phosphate synthase/phosphatase [Source:VB Community Annotation]	-1.62	-0.82	0.37	0.33	0.53	1.32	1.67	1.92	1.62	-0.96	0.16	-0.97	0.13	-1.2	-0.09	0.24	1.22	1.47	0.32	0.4	0.78	1.12	1.31	0.16	-0.07	0.06	-0.08	0.13
AGAP010675	LRIM18	leucine-rich immune protein (Coil-less) [Source:VB Community Annotation]	1.15	0.52	-0.6	0.33	-0.13	0.44	0.49	0.57	0.44	0.41	0.45	0.61	0.63	0.74	0.77	0.53	0.41	-0.51	0.05	0.03	-0.07	0.17	0.19	-0.09	-0.04	0.02	-0.01	-0.14
AGAP009518			1.16	0.46	-0.85	0.24	0.13	0.12	0.12	-0.4	-0.64	-0.44	0.93	-0.66	0.69	-0.16	1.22	1.1	0.33	-1.14	-0.16	-0.15	-0.11	-0.11	0.14	-0.71	-0.72	-0.8	-0.89	-0.85
AGAP000835			-1.51	-0.95	0.22	0.29	-0.41	-0.58	-0.06	-0.81	-0.52	0.33	-0.73	-0.36	-1.42	-0.62	-1.67	-0.23	-0.57	1.31	0.61	0.84	0.59	-0.83	0.71	0.65	0.61	0.84	0.57	0.76
AGAP007593		glycerol-3-phosphate dehydrogenase (NAD+) [Source:VB Community Annotation]	-1.26	0.54	1.03	0.46	1.33	-0.97	-0.56	0.02	-0.28	-0.08	2.15	-0.09	2.14	-0.44	1.8	0.28	1.34	-0.37	0.81	0.8	1.13	2.18	-0.51	-0.97	-0.75	-0.75	-0.91	-1.05
AGAP011238			-2.37	-1.01	0.72	0.16	-4.34	-0.72	-0.62	-1.46	-1.41	-0.49	-1.84	-0.6	-1.97	-0.62	-1.97	-0.33	-1.7	-0.07	-0.73	-0.32	-1.0	-0.63	0.17	0.16	-0.65	0.13	0.58	0.0
AGAP010817			1.43	0.72	-0.75	0.24	0.25	0.16	-0.31	-0.75	-1.28	-0.4	0.2	-0.24	0.34	-0.17	0.44	0.43	0.24	-0.74	-0.88	-0.77	-0.99	-1.02	-0.3	-0.48	-0.51	-0.38	-0.38	-0.16
AGAP010122	CPR132	cuticular protein RR-2 family 132 [Source:VB Community Annotation]	-1.21	1.79	-0.02	-0.05	-1.25	-0.08	-0.42	-0.79	-1.08	0.7	0.59	0.91	0.79	1.21	1.11	-0.14	-0.83	-2.51	1.78	1.04	2.3	0.1	0.64	-0.05	-0.28	-0.12	-0.05	-0.18
AGAP006108			-1.14	-1.07	-0.11	-1.12	-0.66	-0.15	1.68	0.19	0.38	-0.41	0.07	-0.6	-0.13	-0.87	-0.38	-0.6	0.09	0.91	0.14	-0.24	0.09	0.27	1.06	-0.1	-0.24	-0.22	-0.5	-0.36
AGAP007801		vrille [Source:VB Community Annotation]	-1.54	-0.41	0.45	0.67	2.5	0.93	0.22	-0.35	-0.91	-0.79	1.02	-1.15	0.64	-1.11	0.7	0.59	2.96	-1.13	1.26	0.58	1.03	0.58	-1.07	-1.68	-1.78	-2.03	-1.87	-1.55
AGAP011832		Death-associated protein 1 [Source:VB Community Annotation]	-0.69	-0.13	-0.05	-0.14	-0.02	-0.3	-0.16	-0.13	-0.13	0.35	-0.11	0.31	-0.17	0.26	-0.2	-0.15	0.09	0.29	-0.01	-0.04	-0.25	1.18	0.11	0.65	0.46	0.24	0.53	0.34
AGAP000637		solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) [Source:VB Community Annotation]	1.12	0.62	-1.06	0.27	-0.37	0.12	-0.6	-0.53	-0.87	0.24	0.55	0.49	0.79	0.94	1.25	0.42	-0.06	-0.67	-1.09	-0.92	-0.91	-0.21	0.03	-0.71	-0.69	-0.72	-0.83	-0.71
AGAP005916		ubiquitin-conjugating enzyme E2 M [Source:VB Community Annotation]	-1.05	-0.79	-0.01	-0.38	-0.99	-0.34	0.04	0.12	0.18	-0.16	0.18	-0.31	0.02	-0.15	0.19	-0.02	-0.04	-0.12	0.47	0.64	0.56	0.7	0.28	0.2	0.04	-0.12	-0.1	-0.12
AGAP012201		Histone H2B [Source:UniProtKB/Swiss-Prot;Acc:Q27442]	3.66	1.05	2.9	-1.71	-2.38	2.19	4.41	2.96	3.33	0.97	1.57	-0.19		2.72	3.31	2.14	4.78	3.26	0.06	0.03	0.03	-1.82	-1.71	0.36	0.9	0.27	0.26	0.06
AGAP005033		U3 small nucleolar RNA-associated protein 20 [Source:VB Community Annotation]	-0.78	-0.44	0.21	-0.18	-0.08	-0.13	0.1	-0.41	-0.36	-0.33	-0.75	-0.44	-0.88	-0.78	-1.21	-0.07	-0.21	0.52	-0.07	0.08	-0.31	-0.44	0.0	-0.06	0.03	0.01	-0.03	0.1
AGAP005674		Miple [Source:VB Community Annotation]	1.12	0.68	-1.0	0.38	0.16	-0.02	-0.18	-0.45	-0.48	-0.1	0.57	-0.01	0.65	0.07	0.75	0.63	0.1	-1.18	-0.29	-0.19	0.05	0.05	-0.13	-0.46	-0.55	-0.82	-0.68	-0.72
AGAP009447		S-adenosylmethionine synthetase [Source:VB Community Annotation]	-0.97	-0.74	0.25	-0.43	-0.27	0.5	1.29	1.21	1.03	-0.71	0.04	-1.17	-0.42	-1.28	-0.52	-0.95	-0.5	1.32	0.4	0.57	0.28	0.77	0.92	0.3	0.19	0.12	0.26	0.29
AGAP011653		membrane dipeptidase [Source:VB Community Annotation]	1.8	0.62	0.34	-1.54	-1.94	0.04	0.88	0.68	0.81	3.54	-0.05	3.14	-0.46	3.85	0.26	-1.53	0.33	-0.31	3.23	2.79	2.0	-0.53	4.97	-0.53	0.39	-0.5	-0.19	-1.19
AGAP009183		defective proboscis extension response [Source:VB Community Annotation]	1.44	0.78	-1.05	0.14	0.22	0.43	-0.52	-0.43	-0.76	0.04	0.49	0.26	0.7	0.57	1.03	0.99	0.18	-1.11	-1.24	-0.99	-1.2	-0.59	-0.11	-0.87	-0.84	-0.9	-0.64	-0.73
AGAP006460			-0.83	-0.79	0.01	-0.8	-0.84	0.55	1.2	0.33	0.29	-1.29	-1.7	-1.57	-1.99	-2.13	-2.54	-0.33	-0.16	0.0	-0.49	-0.73	-0.51	0.05	0.29	0.09	0.14	0.16	0.11	0.23
AGAP010930			1.93	0.91	-0.24	1.25	-0.43	-0.58	-0.44	-0.34	-0.79	1.66	1.38	1.65	1.36	1.52	1.24	1.16	-0.01	-0.88	0.2	-0.2	-0.26	0.27	0.13	-0.54	-0.77	-0.11	-0.29	-0.54
AGAP002184			1.32	0.27	-1.02	0.42	0.2	0.06	-0.58	-0.57	-0.9	-0.06	0.48	0.03	0.56	0.31	0.85	0.39	0.06	-0.37	-0.78	-0.79	-1.01	-0.33	0.39	-0.71	-0.73	-0.69	-0.64	-0.67
AGAP002377		fatty-acid amide hydrolase 2 [Source:VB Community Annotation]	1.38	-0.43	-0.72	-0.03	-1.98	0.42	1.12	2.34	1.89	0.32	0.45	0.6	0.72	1.11	1.25	-0.63	-1.92	0.42	0.63	0.03	0.0	0.55	1.58	-0.29	-0.56	-0.05	-0.19	-0.2
AGAP006165		E1A-binding protein p400 [Source:VB Community Annotation]	-0.86	-0.79	0.17	-0.52	-0.53	-0.12	0.19	-0.42	-0.47	-0.97	-1.3	-0.93	-1.28	-1.35	-1.68	-0.1	-0.12	0.16	-0.52	-0.5	-0.76	-0.33	0.51	-0.13	-0.02	-0.03	-0.13	0.04
AGAP002577		voltage-dependent p/q type calcium channel [Source:VB Community Annotation]	1.25	0.63	-1.12	0.46	0.06	0.07	-0.29	-0.57	-0.98	-0.52	0.15	-0.21	0.45	-0.47	0.22	0.47	0.28	-1.28	-0.79	-0.75	-0.81	-0.26	0.01	-1.11	-0.69	-0.56	-0.64	-0.44
AGAP002366		high affinity choline transporter [Source:VB Community Annotation]	1.27	0.73	-1.21	0.39	0.16	-0.13	-0.41	-0.84	-1.27	-0.11	0.72	-0.05	0.78	0.3	1.14	0.54	0.08	-1.41	-0.82	-1.04	-0.97	0.16	-0.1	-0.7	-0.68	-0.78	-0.66	-0.7
AGAP000308		proteasome activator subunit 3 (PA28 gamma) [Source:VB Community Annotation]	-0.83	-0.49	0.06	0.19	-0.44	0.14	0.34	0.25	0.4	0.2	-0.28	-0.12	-0.61	-0.05	-0.53	-0.22	-0.44	1.08	-0.1	0.05	-0.25	0.04	-0.11	0.01	0.19	0.02	-0.01	-0.04
AGAP006452			-1.14	0.51	-0.71	-0.05	-0.02	-0.12	0.52	0.38	-0.01	0.56	1.34	0.65	1.42	0.36	1.13	-0.03	-0.67	-1.5	0.25	0.75	0.53	0.66	0.8	-0.93	-0.51	-0.74	-1.14	-1.65
AGAP007928		Turtle protein, isoform [Source:VB Community Annotation]	1.16	0.66	-1.11	0.2	-0.03	0.01	-0.15	-0.58	-0.91	-0.53	0.15	-0.45	0.22	-0.45	0.24	0.73	0.18	-1.54	-1.04	-0.97	-0.94	0.05	0.02	-0.64	-0.61	-0.72	-0.67	-0.71
AGAP005292		nucleolysin TIA-1/TIAR [Source:VB Community Annotation]	1.24	0.55	-1.0	0.42	0.19	0.4	-0.4	-0.55	-0.85	-0.85	0.17	-0.77	0.25	-1.37	-0.34	0.91	-0.02	-1.1	-1.65	-1.65	-1.73	0.05	-0.33	-0.53	-0.51	-0.41	-0.44	-0.13
AGAP003065	CYP11179	cytochrome P450 [Source:VB Community Annotation]	5.99	0.45	-0.32	0.7	0.45			0.94	1.86	0.91	-0.23		-0.76	0.85	-0.28	0.45	1.38	0.63	-1.52	-0.06	-1.37		2.79	-0.42	-1.0	1.6	1.32	0.4
AGAP007043			-2.09	-0.74	0.5	-1.44	-1.0	-1.03	-0.16	0.47	1.05	-0.65	-0.75	-0.52	-0.64	-0.53	-0.63	-1.04	-0.91	1.47	0.2	-0.45	-0.33	1.44	0.25	-0.41	-0.46	-0.9	-0.47	-0.74
AGAP007033	APL1C	Anopheles Plasmodium-responsive Leucine-Rich Repeat 1C [Source:VB Community Annotation]	-2.32	-0.17	0.24	-1.01	-0.76	0.2	1.67	2.33	2.71	-1.13	-0.5	-1.38	-0.76	-0.88	-0.25	-0.6	-0.57	1.83	0.81	-0.29	-0.01	-1.32	1.14	0.09	-0.23	-0.91	-0.21	-0.93
AGAP008962		alpha-glucosidase [Source:VB Community Annotation]	-1.75	-0.4	-0.24	-1.28	0.75	-1.2	-2.48	-3.36	-2.26	-0.62	0.22	0.89	1.71	-0.88	-0.05	-0.31	2.49	-2.29	0.35	-0.17	0.54	0.22	1.86	-0.52	-0.38	-0.05	0.26	-0.4
AGAP000057		paired box protein [Source:VB Community Annotation]	1.46	0.27	-0.17	0.14	-0.15	0.63	0.76	0.37	-0.02	0.3	0.06	0.15	-0.1	0.07	-0.16	0.22	0.73	-0.9	-0.92	-0.22	-0.88	-0.19	-0.3	-0.38	-0.06	-0.11	-0.3	-0.11
AGAP007479		methylenetetrahydrofolate reductase (NADPH) [Source:VB Community Annotation]	1.47	0.0	-0.08	-0.65	-1.47	0.76	1.45	2.13	2.31	-0.14	-0.91	0.52	-0.27	0.28	-0.48	-0.24	-0.33	0.48	-1.33	-2.02	-0.81	0.94	0.4	0.97	0.7	0.67	0.81	0.53
AGAP008487		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:Q7Q4M5]	1.81	1.27	-0.13	-0.29	0.92	-1.12	-1.16	-2.43	-2.76	2.56	1.91	2.25	1.59	0.87	0.22	0.07	0.01	-1.95	-0.69	2.07	1.15	-1.4	2.87	0.07	0.39	-0.05	-1.1	-0.46
AGAP010834		calpain-7 [Source:VB Community Annotation]	1.16	0.51	0.25	0.29	0.36	-0.12	-0.15	-0.17	-0.11	-0.16	-0.23	-0.18	-0.26	0.01	-0.06	0.07	0.11	0.21	0.34	-0.3	-0.15	0.07	-0.47	0.08	0.38	0.51	0.26	0.29
AGAP007761		Complement control protein [Source:VB Community Annotation]	1.03	0.44	-1.51	0.74	0.37	-0.16	-0.67	-0.88	-1.06	-0.02	0.56	0.11	0.68	0.37	0.96	0.54	0.09	-0.65	-0.98	-0.68	-0.86	0.07	0.23	-0.6	-0.57	-0.48	-0.49	-0.5
AGAP010205			1.27	0.35	-1.54	1.51	0.32	0.01	0.25	1.21	1.22	-0.13	-0.24	0.52	0.39	0.96	0.85	0.6	-0.51	1.0	0.76	0.63	0.91	0.72	0.51	-1.31	-1.04	-1.17	-1.0	-1.41
AGAP005794			-1.48	-2.01	-0.87	-1.97	-1.93	-0.5	-0.53	-1.11	-1.48	-0.71	-0.39	-0.55	-0.24	-0.98	-0.66	0.69	-0.11	-1.3	-0.09	-0.62	-0.51	-0.01	0.12	-0.62	-0.45	-0.51	-0.25	-0.23
AGAP000833	MIP	myoinhibitory-like peptide [Source:VB Community Annotation]	1.2	0.28	-1.05	0.63	0.42	0.42	-0.6	-0.77	-0.83	0.34	1.03	0.59	1.26	0.88	1.58	0.42	0.53	0.96	-0.99	-0.96	-1.15	-0.28	-0.18	-0.9	-0.56	-0.99	-0.73	-0.89
AGAP028501			1.23	0.51	-1.25	0.31	0.18	0.28	-0.24	-0.5	-0.72	-0.14	0.41	-0.03	0.5	0.25	0.79	0.59	0.3	-1.17	-1.46	-1.16	-1.28	0.08	-0.02	-0.91	-0.73	-0.82	-0.79	-0.66
AGAP010049			1.16	0.47	-1.36	0.34	0.06	0.09	-0.24	-0.3	-0.67	-0.66	-0.03	-0.6	0.02	-0.63	0.01	0.63	-0.05	-1.04	-1.13	-1.01	-1.0	-0.03	0.13	-0.48	-0.42	-0.48	-0.51	-0.49
AGAP009918			-1.32	1.05	-0.26	0.93	1.38	-0.67	-0.27	-1.15	-1.15	2.62	0.64	2.87	0.87	2.42	0.45	1.53	0.63	-1.52	-0.13	0.03	0.32	-0.45	1.42	-0.04	-0.34	0.19	-0.45	-0.7
AGAP006416	SP24D	serine protease (non-digestive) [Source:VB Community Annotation]	1.32	0.72	-0.06	0.08	-0.68	-0.49	-0.88	-0.29	-0.86	0.39	2.76	-0.06	2.29	-0.04	2.33	0.78	0.48	-0.8	0.01	0.17	0.08	-0.34	-0.26	-0.76	-0.62	-0.19	-0.55	-0.57
AGAP001410		Sidestep protein [Source:VB Community Annotation]	1.3	0.55	-0.98	-0.09	-0.27	0.25	-0.31	-0.64	-0.95	-0.12	0.42	-0.02	0.51	0.09	0.64	0.64	0.21	-0.81	-0.8	-1.03	-0.69	-0.26	-0.26	-0.91	-0.67	-0.59	-0.61	-0.5
AGAP008888			-1.81	-0.42	-0.11	0.58	0.44	-0.39	-0.21	1.92	1.95	0.32	0.39	1.5	1.56	1.88	1.96	-0.42	0.76	-3.27	-1.24	-0.78	-2.23	0.17	0.97	-1.28	-0.42	-1.48	-1.56	-1.16
AGAP011378		Tartan [Source:VB Community Annotation]	-1.43	-0.89	0.09	-0.26	1.02	0.6	0.84	0.11	-0.14	-2.36	-1.49	-2.18	-1.33	-2.88	-2.0	-0.47	0.46	1.38	0.32	-0.35	0.09	0.16	1.27	-0.08	-0.28	0.07	-0.09	0.08
AGAP005878		POU domain transcription factor, class 3 [Source:VB Community Annotation]	-1.53	-1.34	-0.51	-0.99	-1.24	0.44	1.28	1.06	0.86	-0.54	0.41	-0.41	0.53	-0.54	0.42	0.7	0.49	-0.4	-0.93	-0.84	-0.53	0.44	0.38	-0.03	-0.29	-0.26	-0.36	-0.27
AGAP006590		T-lymphoma invasion and metastasis-inducing protein 1 [Source:VB Community Annotation]	1.13	0.02	-1.71	0.44	0.33	0.08	-0.17	-0.65	-1.02	-0.84	0.03	-0.66	0.21	-0.77	0.12	0.16	-0.4	-0.52	-1.44	-1.47	-1.13	-0.22	0.68	-0.83	-0.69	-0.84	-0.76	-0.54
AGAP008363		cytochrome b5 outer mitochondrial membrane isoform [Source:VB Community Annotation]	-1.48	-1.41	0.23	0.45	1.2	0.68	1.74	1.09	1.71	-1.39	1.38	-1.18	1.58	-1.45	1.32	0.73	-0.17	1.78	-1.07	-1.15	-0.98	1.08	-0.19	0.59	0.21	0.19	0.97	0.65
AGAP005681	GPRNNA21	putative GPCR class a orphan receptor 21 [Source:VB Community Annotation]	1.14	0.75	-1.22	0.43	0.1	0.16	-0.21	-0.68	-0.85	-0.54	0.14	-0.1	0.57	-0.57	0.11	0.67	0.09	-1.6	-0.96	-1.0	-0.78	0.05	-0.1	-0.92	-0.73	-0.88	-0.85	-0.77
AGAP006890	Arf3	ADP-ribosylation factor 3 [Source:VB Community Annotation]	-0.98	-0.61	0.08	-0.48	-0.61	0.07	0.26	0.22	0.03	-0.58	-0.57	-0.7	-0.7	-0.75	-0.73	-0.29	-0.18	0.43	0.64	0.68	0.67	0.33	0.24	-0.06	-0.22	-0.08	-0.1	-0.11
AGAP010601			1.54	0.35	-0.89	0.22	0.11	0.35	-0.9	-0.87	-0.58	0.54	-0.29	0.79	-0.06	1.34	0.51	-0.32	0.31	-0.23	-1.11	-1.06	-0.68	-0.73	-0.7	0.56	0.1	0.3	-0.03	0.11
AGAP005918		solute carrier family 30 (zinc transporter), member 1 [Source:VB Community Annotation]	-1.14	-0.83	-0.02	-0.41	0.23	-0.49	-0.84	-0.67	-1.06	-0.43	-0.17	-0.47	-0.22	-0.68	-0.42	-0.5	-0.04	0.21	1.01	0.47	0.68	-0.13	0.57	-0.44	-0.26	-0.48	-0.4	-0.46
AGAP001476		Innexin inx2 [Source:VB Community Annotation]	-1.07	-0.16	0.23	0.5	0.33	-0.15	-0.04	0.11	-0.09	0.25	-0.16	0.25	-0.18	0.17	-0.24	0.07	-0.12	0.78	0.14	0.37	0.46	-0.05	-0.3	0.2	-0.36	-0.37	-0.37	-0.37
AGAP010232		all-trans-retinol dehydrogenase (NAD+) [Source:VB Community Annotation]	1.06	-0.02	-0.26	0.56	-1.06	0.28	0.4	1.65	1.44	0.11	-0.72	0.53	-0.31	1.5	0.67	0.27	-0.9	0.07	-0.95	-0.79	-0.8	-0.54	0.89	0.11	-0.15	0.52	0.17	0.24
AGAP013523			-3.43	-2.39	-0.74	0.42	0.08	-5.88	-6.4	-5.7	-6.47	0.91	-0.23	0.97	-0.18	2.33	1.19	-0.55	-2.51	-0.9	2.81	2.42	3.08	-0.16	0.44	-1.05	-0.53	0.25	0.94	-0.31
AGAP009982			-1.13	-0.46	0.04	0.73	-0.38	-0.63	-0.68	0.91	0.94	0.14	0.22	0.36	0.43	0.87	0.95	0.21	0.11	0.05	1.09	0.96	0.92	0.94	0.53	-0.65	-1.05	-1.22	-0.8	-1.01
AGAP003604			1.26	0.47	-1.32	0.77	0.49	-0.08	-0.72	-1.0	-1.49	0.01	0.42	0.18	0.58	0.36	0.78	0.67	0.24	-0.26	-1.08	-0.94	-0.76	-0.33	0.02	-0.78	-0.8	-0.78	-0.73	-0.54
AGAP006772			0.98	-0.03	-1.38	0.43	0.01	0.08	-0.63	-0.7	-0.85	-0.01	0.39	0.01	0.39	0.28	0.68	0.44	0.07	-0.79	-1.05	-0.92	-0.94	0.27	0.31	-0.94	-0.7	-0.72	-0.66	-0.59
AGAP000188		Uridine phosphorylase [Source:UniProtKB/TrEMBL;Acc:Q7PFX7]	0.89	0.97	-0.8	0.07	-0.27	-0.07	-0.56	-0.65	-0.63	-0.22	0.77	0.21	1.19	0.09	1.1	0.64	0.42	-1.0	-0.03	-0.33	0.31	-0.02	0.26	-0.62	-0.06	-0.63	0.19	-0.63
AGAP005520		cytochrome b-561 [Source:VB Community Annotation]	-1.21	-0.22	0.1	0.18	1.04	0.08	-0.45	-0.23	-0.5	-0.16	-1.18	0.58	-0.47	0.08	-0.94	-0.47	0.97	0.43	1.68	0.47	0.86	0.21	-0.29	-0.19	-0.46	0.05	-0.25	-0.39
AGAP008924			1.13	-0.07	-1.98	0.54	0.32	-0.85	-1.03	-0.48	-0.82	-0.03	0.83	0.05	0.89	0.38	1.24	0.14	-0.2	0.03	0.18	0.47	-0.02	-0.03	0.36	-0.13	0.06	-0.14	-0.02	0.01
AGAP006048	CYP4J5	cytochrome P450 [Source:VB Community Annotation]	-2.76	-2.21	-0.09	-0.54	-0.39	-0.65	0.12	0.0	0.04	0.88	-0.81	1.73	0.03	1.73	0.04	-0.01	-0.2	-1.46	-0.13	-0.23	-0.18	0.13	1.17	0.58	0.37	0.56	0.46	0.76
AGAP006366		2-oxoglutarate dehydrogenase E1 component [Source:VB Community Annotation]	-0.81	-0.45	0.37	-0.14	0.54	-0.38	0.28	0.92	0.82	0.11	1.14	-0.07	0.95	-0.19	0.84	-0.19	0.17	0.5	-0.12	0.28	0.21	1.65	0.52	-0.64	-0.62	-0.96	-0.83	-1.07
AGAP006888		G protein-coupled receptor kinase interactor 2 [Source:VB Community Annotation]	-1.02	-0.66	0.08	-0.26	-0.34	-0.21	-0.16	-0.45	-0.61	-0.03	-0.16	0.12	-0.02	-0.2	-0.33	-0.2	-0.23	-0.11	0.49	0.4	0.45	-0.4	0.01	0.06	0.16	0.0	0.0	0.02
AGAP003198			1.32	0.33	-1.49	0.31	0.23	0.44	0.04	-0.4	-0.82	-0.5	0.29	-0.26	0.52	-0.4	0.4	0.45	0.24	-0.82	-1.14	-1.02	-0.82	-0.28	-0.07	-0.73	-0.67	-0.73	-0.59	-0.54
AGAP007687		Oxysterol-binding protein [Source:UniProtKB/TrEMBL;Acc:Q7PT44]	1.09	0.68	-1.17	0.54	0.08	0.03	-0.72	-0.96	-1.17	0.24	0.67	0.48	0.89	0.9	1.33	0.45	0.34	-0.72	-0.93	-0.8	-0.98	0.14	-0.23	-0.83	-0.74	-0.89	-0.65	-0.91
